num_measurements,num_modules,lda1,lda2,sparsity,gene_set_size,avg_best_score
100,40,8.0,0.1,0.02,500,0.4969490023453633
100,40,8.0,0.2,0.02,1000,0.6224826356380866
100,40,8.0,0.1,0.02,5000,0.5582827003704706
100,40,8.0,0.1,0.02,1000,0.5281481327035847
100,40,8.0,0.5,0.02,500,0.6161587189760338
100,40,8.0,0.2,0.02,500,0.5471404164405523
100,40,8.0,0.5,0.02,1000,0.6822082370033321
100,40,8.0,0.2,0.02,5000,0.5681492492881182
100,40,8.0,0.8,0.02,1000,0.7157202362613021
100,40,8.0,1.0,0.02,1000,0.7346312498768449
100,40,8.0,2.0,0.02,500,0.7679806334818444
100,40,8.0,0.8,0.02,5000,0.6491851932551209
100,40,8.0,0.8,0.02,500,0.652789384249689
100,40,8.0,2.0,0.02,1000,0.7523258680247304
100,40,8.0,1.0,0.02,500,0.683785923718517
100,40,8.0,0.5,0.02,5000,0.6234933082038733
100,40,8.0,4.0,0.02,500,0.8304296788548478
100,40,8.0,4.0,0.02,1000,0.7973394054363039
100,40,8.0,6.0,0.02,500,0.8669344178547422
100,40,8.0,1.0,0.02,5000,0.6526390961065421
100,40,8.0,2.0,0.02,5000,0.6721990008127798
100,40,8.0,6.0,0.02,1000,0.8259693781204789
100,40,8.0,8.0,0.02,1000,0.8284626349968773
100,40,8.0,8.0,0.02,500,0.9077365202757152
100,40,8.0,6.0,0.02,5000,0.7042115456136704
100,40,8.0,4.0,0.02,5000,0.6904452133486826
100,40,8.0,10.0,0.02,500,0.9173063588545196
100,40,8.0,10.0,0.02,1000,0.8557610716599525
100,40,8.0,12.0,0.02,1000,0.7679737079628041
100,40,8.0,12.0,0.02,500,0.9245584672870686
100,40,8.0,8.0,0.02,5000,0.7045395600584723
100,40,8.0,10.0,0.02,5000,0.7250626131087268
100,40,8.0,14.0,0.02,500,0.9404422693700901
100,40,8.0,14.0,0.02,1000,0.7179734184074247
100,40,8.0,18.0,0.02,500,0.9379452735328828
100,40,8.0,16.0,0.02,1000,0.8325171059422921
100,40,8.0,16.0,0.02,500,0.9406991336455282
100,40,8.0,18.0,0.02,1000,0.802967385928991
100,40,8.0,14.0,0.02,5000,0.750995748222872
100,40,8.0,12.0,0.02,5000,0.7374336350448186
100,40,8.0,20.0,0.02,500,0.9367648771940044
100,40,8.0,20.0,0.02,1000,0.7254971547347209
100,40,8.0,18.0,0.02,5000,0.7333972199302592
100,40,8.0,20.0,0.02,5000,0.7269240231212521
100,40,8.0,27.0,0.02,500,0.9268237559856743
100,40,8.0,24.0,0.02,500,0.9461993553195734
100,40,8.0,24.0,0.02,1000,0.7720101174571512
100,40,8.0,24.0,0.02,5000,0.7503468669613735
100,40,8.0,27.0,0.02,1000,0.5709413749524067
100,40,8.0,30.0,0.02,500,0.9229094143027824
100,40,8.0,30.0,0.02,1000,0.843561060721788
100,40,8.0,35.0,0.02,500,0.7158699773826993
100,40,8.0,30.0,0.02,5000,0.7389908195866639
100,40,8.0,27.0,0.02,5000,0.7404725981147731
100,40,8.0,35.0,0.02,1000,0.8796016073960976
100,40,8.0,35.0,0.02,5000,0.7341471785770948
